sample_id,binary_class,three_class,adult_percent,cal_val,935.609985,939.059998,942.52002,945.97998,949.429993,952.890015,956.349976,959.809998,963.27002,966.72998,970.190002,973.650024,977.109985,980.580017,984.039978,987.51001,990.969971,994.429993,997.900024,1001.369995,1004.830017,1008.299988,1011.77002,1015.23999,1018.710022,1022.179993,1025.650024,1029.119995,1032.589966,1036.060059,1039.530029,1043,1046.47998,1049.949951,1053.430054,1056.900024,1060.380005,1063.849976,1067.329956,1070.810059,1074.290039,1077.76001,1081.23999,1084.719971,1088.199951,1091.680054,1095.170044,1098.650024,1102.130005,1105.609985,1109.099976,1112.579956,1116.069946,1119.550049,1123.040039,1126.52002,1130.01001,1133.5,1136.98999,1140.469971,1143.959961,1147.449951,1150.939941,1154.430054,1157.930054,1161.420044,1164.910034,1168.400024,1171.900024,1175.390015,1178.890015,1182.380005,1185.880005,1189.369995,1192.869995,1196.369995,1199.869995,1203.369995,1206.869995,1210.369995,1213.869995,1217.369995,1220.869995,1224.369995,1227.869995,1231.380005,1234.880005,1238.390015,1241.890015,1245.400024,1248.900024,1252.410034,1255.920044,1259.420044,1262.930054,1266.439941,1269.949951,1273.459961,1276.969971,1280.47998,1283.98999,1287.51001,1291.02002,1294.530029,1298.050049,1301.560059,1305.079956,1308.589966,1312.109985,1315.619995,1319.140015,1322.660034,1326.180054,1329.699951,1333.219971,1336.73999,1340.26001,1343.780029,1347.300049,1350.819946,1354.349976,1357.869995,1361.390015,1364.920044,1368.439941,1371.969971,1375.5,1379.02002,1382.550049,1386.079956,1389.609985,1393.140015,1396.670044,1400.199951,1403.72998,1407.26001,1410.790039,1414.319946,1417.859985,1421.390015,1424.920044,1428.459961,1431.98999,1435.530029,1439.069946,1442.599976,1446.140015,1449.680054,1453.219971,1456.76001,1460.300049,1463.839966,1467.380005,1470.920044,1474.459961,1478.01001,1481.550049,1485.089966,1488.640015,1492.180054,1495.72998,1499.27002,1502.819946,1506.369995,1509.910034,1513.459961,1517.01001,1520.560059,1524.109985,1527.660034,1531.209961,1534.76001,1538.319946,1541.869995,1545.420044,1548.97998,1552.530029,1556.089966,1559.640015,1563.199951,1566.75,1570.310059,1573.869995,1577.430054,1580.98999,1584.550049,1588.109985,1591.670044,1595.22998,1598.790039,1602.349976,1605.920044,1609.47998,1613.040039,1616.609985,1620.170044,1623.73999,1627.310059,1630.869995,1634.439941,1638.01001,1641.579956,1645.150024,1648.709961,1652.290039,1655.859985,1659.430054,1663,1666.569946,1670.140015,1673.719971,1677.290039,1680.869995,1684.439941,1688.02002,1691.589966,1695.170044,1698.75,1702.329956,1705.910034,1709.48999,1713.069946,1716.650024,1720.22998
Pure_Arabica_10,pure_arabica,pure_arabica,0,1,0.347876,0.349376,0.363904,0.375547,0.384829,0.39292,0.398859,0.403592,0.40817,0.412234,0.416286,0.41979,0.423596,0.427714,0.431331,0.434953,0.438809,0.442651,0.4467,0.450301,0.454185,0.458005,0.462126,0.465834,0.469482,0.47324,0.477107,0.480863,0.484568,0.488116,0.491743,0.495477,0.499264,0.502841,0.506343,0.509912,0.513441,0.516927,0.52033,0.523761,0.527287,0.530685,0.534065,0.537375,0.540542,0.543675,0.546825,0.550021,0.553041,0.555897,0.558725,0.561638,0.564466,0.567263,0.569863,0.572162,0.574058,0.575663,0.576886,0.578339,0.579926,0.581601,0.583311,0.585079,0.5863,0.587334,0.588037,0.589072,0.590211,0.591057,0.591387,0.591528,0.591516,0.591681,0.592257,0.593151,0.594041,0.595064,0.596136,0.597818,0.600364,0.60404,0.608328,0.612954,0.61735,0.62157,0.625252,0.628927,0.632139,0.635263,0.638167,0.64107,0.643658,0.646138,0.648463,0.650964,0.653057,0.655362,0.657402,0.659788,0.661965,0.664201,0.666158,0.668464,0.670231,0.672154,0.673932,0.67554,0.676939,0.678265,0.679118,0.680117,0.680496,0.680708,0.680347,0.679697,0.67855,0.676954,0.67451,0.671602,0.668375,0.665065,0.662102,0.659521,0.657044,0.654677,0.652473,0.650458,0.647866,0.644526,0.640782,0.637323,0.63344,0.628469,0.621065,0.611693,0.600747,0.588731,0.575997,0.562973,0.550247,0.539307,0.529399,0.521218,0.514717,0.509656,0.506172,0.504025,0.502774,0.502452,0.501995,0.502657,0.503632,0.504905,0.506179,0.507923,0.509444,0.511127,0.51259,0.514637,0.516708,0.519399,0.521969,0.524839,0.527666,0.530609,0.533375,0.536125,0.538618,0.540945,0.542647,0.544498,0.54551,0.546705,0.547438,0.54829,0.548649,0.549013,0.549289,0.549761,0.55018,0.550926,0.551583,0.55273,0.553803,0.555291,0.556581,0.558686,0.560558,0.562668,0.564619,0.566453,0.567828,0.568665,0.568837,0.56913,0.569152,0.569286,0.56891,0.569004,0.569286,0.57066,0.571675,0.572462,0.572849,0.571522,0.568256,0.563414,0.557857,0.552153,0.546147,0.54037,0.534548,0.528452,0.520932,0.512153,0.502902,0.492153,0.481531,0.470791,0.460815,0.450851,0.441252,0.430884
Pure_Arabica_3,pure_arabica,pure_arabica,0,1,0.33285,0.334093,0.346032,0.356395,0.364701,0.372712,0.378541,0.383322,0.387886,0.391924,0.395943,0.399573,0.403419,0.407551,0.411326,0.414923,0.418861,0.422795,0.426876,0.43049,0.434449,0.43833,0.442421,0.446161,0.449904,0.453792,0.457733,0.461459,0.465242,0.468918,0.472594,0.476407,0.480292,0.483944,0.487523,0.491151,0.494813,0.49847,0.502019,0.505542,0.509138,0.512604,0.516057,0.519458,0.52277,0.526092,0.529381,0.532697,0.535904,0.538974,0.541953,0.545036,0.54803,0.551051,0.553865,0.556466,0.558662,0.560637,0.562277,0.564155,0.566051,0.567894,0.569758,0.571654,0.573072,0.574359,0.575293,0.576595,0.577942,0.579064,0.579727,0.580283,0.58058,0.581043,0.581845,0.583017,0.584147,0.58531,0.586575,0.588426,0.591273,0.594981,0.599499,0.604352,0.608977,0.613385,0.617245,0.621004,0.624415,0.627715,0.6308,0.633828,0.636585,0.639193,0.641755,0.644341,0.646625,0.649068,0.651352,0.653836,0.656169,0.658577,0.660766,0.66321,0.665144,0.66738,0.66928,0.671197,0.672723,0.674325,0.675457,0.67666,0.677321,0.677868,0.677848,0.677462,0.676674,0.675464,0.673407,0.670927,0.668075,0.665058,0.662328,0.660015,0.657691,0.655575,0.653587,0.651586,0.649086,0.646027,0.642556,0.639502,0.636113,0.631682,0.624923,0.615952,0.605566,0.594118,0.581694,0.569135,0.556764,0.546237,0.536685,0.52889,0.522692,0.517966,0.514793,0.512885,0.511931,0.511857,0.511811,0.51263,0.513726,0.515124,0.516438,0.518292,0.51992,0.521547,0.523021,0.525063,0.527124,0.529753,0.532275,0.535104,0.538006,0.540988,0.543761,0.546496,0.54889,0.551157,0.552937,0.554758,0.555774,0.556908,0.557572,0.558437,0.55877,0.559116,0.559464,0.560035,0.560329,0.561023,0.561735,0.562941,0.563885,0.565262,0.566586,0.568572,0.570313,0.572479,0.574239,0.575945,0.577214,0.577906,0.578118,0.578292,0.578318,0.578359,0.57803,0.578095,0.578575,0.57972,0.580732,0.581391,0.581597,0.580237,0.576978,0.572425,0.567053,0.561393,0.55541,0.549397,0.54342,0.537078,0.529074,0.519696,0.509692,0.497895,0.486415,0.4743,0.463489,0.452816,0.442621,0.432088
Pure_Arabica_2,pure_arabica,pure_arabica,0,1,0.347639,0.349199,0.363783,0.375387,0.3846,0.393099,0.39906,0.403932,0.408625,0.412801,0.417069,0.420709,0.42464,0.428818,0.432636,0.436328,0.440364,0.444299,0.448418,0.452165,0.456193,0.460183,0.464383,0.468167,0.471923,0.475886,0.479866,0.4837,0.487567,0.491307,0.495092,0.498963,0.502933,0.506606,0.510165,0.513852,0.517568,0.521213,0.524789,0.528395,0.531997,0.535473,0.538982,0.54244,0.545799,0.549073,0.55234,0.555678,0.558848,0.561942,0.565001,0.568066,0.57106,0.574043,0.576813,0.57943,0.581648,0.583609,0.585264,0.587099,0.588907,0.590623,0.592363,0.594148,0.595369,0.596442,0.59726,0.598334,0.599483,0.600405,0.600913,0.601304,0.60151,0.601925,0.602741,0.603852,0.604971,0.606148,0.607455,0.609241,0.611886,0.615454,0.619729,0.624392,0.628798,0.633088,0.636876,0.640554,0.643874,0.646991,0.650031,0.653064,0.655727,0.658294,0.660758,0.663307,0.665517,0.667836,0.670121,0.672497,0.674732,0.67713,0.679244,0.681635,0.683534,0.685654,0.687448,0.689231,0.690626,0.692058,0.693072,0.694032,0.694529,0.694838,0.694607,0.693869,0.692771,0.691176,0.68874,0.685798,0.682432,0.678823,0.675664,0.673028,0.670639,0.668501,0.666426,0.664273,0.661638,0.65853,0.654986,0.651397,0.647368,0.642176,0.634801,0.625234,0.614145,0.602034,0.588949,0.57567,0.56269,0.551627,0.541633,0.533477,0.526734,0.521603,0.518065,0.51574,0.514494,0.514148,0.513793,0.514414,0.515304,0.516676,0.517806,0.519652,0.521196,0.522827,0.52428,0.526315,0.528422,0.531072,0.533634,0.536509,0.539431,0.542487,0.545329,0.548181,0.550619,0.552933,0.55473,0.556653,0.557706,0.558968,0.559563,0.560391,0.560814,0.561188,0.561448,0.561947,0.562288,0.563024,0.563731,0.564949,0.566026,0.567454,0.568803,0.570951,0.572727,0.575076,0.576989,0.5788,0.580256,0.581164,0.581548,0.581889,0.581937,0.582279,0.582083,0.582285,0.582886,0.58427,0.585529,0.586311,0.586669,0.585525,0.582699,0.578514,0.573572,0.56832,0.562606,0.556898,0.551009,0.544889,0.536934,0.527794,0.518312,0.50723,0.496132,0.484015,0.474116,0.46368,0.453512,0.442852
Pure_Arabica_2,pure_arabica,pure_arabica,0,1,0.338413,0.339599,0.350815,0.362448,0.370806,0.37882,0.384661,0.389287,0.393878,0.397977,0.402067,0.405666,0.409427,0.413545,0.417205,0.420763,0.424595,0.428528,0.43256,0.436167,0.440012,0.443856,0.447953,0.451642,0.455324,0.459135,0.463034,0.466738,0.470514,0.474197,0.477866,0.481575,0.485389,0.488971,0.492488,0.496105,0.499707,0.503257,0.506696,0.510172,0.513716,0.517063,0.520492,0.523896,0.527122,0.530335,0.533539,0.536796,0.539879,0.542863,0.545807,0.548805,0.55181,0.554737,0.55743,0.559958,0.562146,0.564111,0.565749,0.567543,0.569281,0.570929,0.572634,0.574316,0.575474,0.576471,0.577209,0.578267,0.579329,0.580198,0.580722,0.581049,0.581275,0.581636,0.582349,0.583448,0.584569,0.585729,0.586996,0.588727,0.591398,0.594906,0.599016,0.603599,0.607923,0.612107,0.6158,0.619384,0.622595,0.625783,0.628722,0.63167,0.634309,0.6368,0.639217,0.641679,0.643748,0.64616,0.648392,0.650782,0.65298,0.655329,0.657414,0.659744,0.661638,0.663668,0.665459,0.667151,0.668513,0.66986,0.670738,0.671822,0.672319,0.672625,0.672359,0.671803,0.670566,0.669026,0.666676,0.663817,0.660513,0.657113,0.654015,0.65132,0.64882,0.6467,0.644587,0.642543,0.639997,0.636962,0.633318,0.629855,0.625776,0.620764,0.613393,0.604089,0.593195,0.581121,0.568411,0.555306,0.542692,0.531921,0.52215,0.514048,0.507559,0.502641,0.499245,0.496944,0.495656,0.495352,0.495016,0.495617,0.496463,0.49778,0.498889,0.500744,0.502216,0.503838,0.505255,0.507234,0.509242,0.511831,0.514316,0.517148,0.520004,0.522992,0.525769,0.52859,0.530992,0.533209,0.535053,0.536759,0.537814,0.539062,0.539732,0.540438,0.540871,0.541106,0.541435,0.54194,0.542385,0.543001,0.543688,0.544878,0.545913,0.547403,0.548809,0.550783,0.552633,0.554858,0.556697,0.558588,0.559997,0.560871,0.56126,0.561644,0.561752,0.562053,0.562017,0.562333,0.562867,0.564226,0.56545,0.566253,0.566625,0.565473,0.562789,0.558986,0.554423,0.54946,0.544125,0.538597,0.532848,0.526814,0.51908,0.510286,0.500799,0.489834,0.479003,0.467816,0.457893,0.447762,0.437734,0.42746
Pure_Arabica_2,pure_arabica,pure_arabica,0,1,0.343888,0.345065,0.357601,0.368907,0.377726,0.385786,0.391651,0.39644,0.40112,0.405245,0.409319,0.413044,0.416938,0.421135,0.424883,0.428455,0.432467,0.436428,0.440524,0.44422,0.448191,0.452077,0.45628,0.46001,0.463784,0.46768,0.471645,0.475469,0.479285,0.483,0.486741,0.490542,0.494404,0.498064,0.50167,0.50534,0.509021,0.512642,0.516148,0.519638,0.52324,0.526755,0.530224,0.533654,0.536955,0.540233,0.543531,0.546821,0.54994,0.553025,0.555991,0.559054,0.562086,0.565044,0.567772,0.570276,0.572383,0.574306,0.575859,0.577516,0.579239,0.581015,0.582826,0.58471,0.58609,0.587236,0.588072,0.58923,0.590353,0.591303,0.59189,0.59225,0.592451,0.592863,0.593648,0.594777,0.595938,0.597042,0.598251,0.600051,0.602795,0.606449,0.610666,0.615306,0.61969,0.623933,0.627683,0.631363,0.634655,0.637883,0.640853,0.643781,0.646505,0.649063,0.65142,0.65393,0.656097,0.658565,0.660843,0.663251,0.665515,0.667901,0.669969,0.672366,0.674293,0.676313,0.678153,0.679892,0.681317,0.682678,0.683555,0.684771,0.685229,0.68561,0.685376,0.684816,0.683638,0.68202,0.679761,0.676977,0.673726,0.670507,0.667413,0.664765,0.662272,0.660093,0.658043,0.656066,0.653502,0.650465,0.646712,0.643348,0.639336,0.634293,0.626915,0.617521,0.606555,0.594439,0.581633,0.568415,0.555699,0.544732,0.534818,0.526651,0.520091,0.51517,0.51165,0.509422,0.508097,0.50778,0.5075,0.50815,0.509057,0.510332,0.511499,0.513353,0.51479,0.516409,0.517945,0.520041,0.522116,0.524793,0.527334,0.530163,0.533052,0.536036,0.538905,0.541813,0.544199,0.54656,0.548289,0.550039,0.551197,0.552348,0.553005,0.5538,0.554219,0.554619,0.554919,0.555446,0.555862,0.5565,0.557225,0.558395,0.559517,0.561061,0.562419,0.564419,0.566254,0.568465,0.570416,0.57227,0.573659,0.574575,0.57491,0.575322,0.575259,0.575361,0.575114,0.575301,0.575714,0.577069,0.578143,0.579021,0.579522,0.57834,0.575149,0.570625,0.565343,0.559796,0.553722,0.547756,0.541903,0.535955,0.5283,0.519557,0.510316,0.499657,0.489016,0.477639,0.467895,0.45804,0.447648,0.43671
Pure_Arabica_25,pure_arabica,pure_arabica,0,2,0.334076,0.335419,0.348346,0.360695,0.369975,0.37813,0.384049,0.388878,0.393577,0.397781,0.401885,0.405627,0.409584,0.413709,0.417541,0.421168,0.42521,0.429248,0.433373,0.437034,0.441101,0.445045,0.449224,0.453062,0.456872,0.460781,0.464727,0.468661,0.472516,0.476249,0.480088,0.48394,0.487825,0.491575,0.49526,0.498932,0.502652,0.506301,0.509819,0.513384,0.517051,0.520627,0.524194,0.527669,0.530951,0.534282,0.53758,0.54091,0.544126,0.547211,0.550192,0.553315,0.556366,0.559374,0.562219,0.564865,0.567159,0.569214,0.57096,0.572861,0.574702,0.576415,0.578058,0.579735,0.580923,0.58196,0.582715,0.583888,0.585089,0.586046,0.586533,0.586821,0.586967,0.587402,0.588169,0.589283,0.590366,0.591582,0.592847,0.594733,0.597591,0.601314,0.605678,0.610476,0.614971,0.619221,0.623149,0.62687,0.630164,0.633464,0.636551,0.63957,0.642311,0.644889,0.647428,0.650017,0.652111,0.654584,0.656911,0.659402,0.661674,0.664147,0.666305,0.668599,0.670529,0.672644,0.674504,0.676393,0.677886,0.679214,0.68028,0.68154,0.682039,0.682374,0.682145,0.681646,0.680621,0.679017,0.676798,0.673976,0.670799,0.667499,0.664474,0.661903,0.659356,0.657144,0.654937,0.653035,0.650507,0.647337,0.643651,0.640462,0.636683,0.631926,0.62463,0.615388,0.604363,0.592194,0.579042,0.565515,0.552548,0.541466,0.531361,0.523008,0.51631,0.511194,0.507697,0.505531,0.504343,0.504031,0.50383,0.504578,0.505574,0.50691,0.508071,0.509822,0.51127,0.512887,0.514213,0.516151,0.51813,0.520857,0.523529,0.526452,0.529352,0.532382,0.535299,0.538281,0.540759,0.543148,0.545006,0.546758,0.547816,0.549062,0.549904,0.550573,0.55096,0.551434,0.551812,0.552232,0.552664,0.553392,0.553933,0.555117,0.556181,0.557691,0.559136,0.561216,0.563167,0.565227,0.567089,0.56894,0.570376,0.571105,0.571318,0.571566,0.571715,0.571873,0.571724,0.571963,0.57252,0.574019,0.575206,0.575879,0.576185,0.57498,0.572036,0.567975,0.563163,0.558071,0.552366,0.546344,0.540282,0.533873,0.525542,0.516024,0.506066,0.494694,0.482859,0.470697,0.460043,0.449471,0.439155,0.428964
Pure_Arabica_25,pure_arabica,pure_arabica,0,2,0.336468,0.337828,0.351096,0.36256,0.371364,0.379576,0.385502,0.390128,0.394706,0.398915,0.402977,0.406772,0.410621,0.414693,0.418479,0.422089,0.426068,0.430094,0.434187,0.437775,0.441779,0.445694,0.449809,0.453592,0.457327,0.461191,0.465092,0.46896,0.472794,0.476461,0.480173,0.483997,0.487825,0.491499,0.495161,0.498791,0.502435,0.50605,0.50952,0.513007,0.516597,0.520075,0.523572,0.52701,0.530281,0.533575,0.536834,0.540115,0.543251,0.546264,0.549202,0.552258,0.555253,0.558204,0.561003,0.563605,0.565835,0.567833,0.569556,0.571407,0.573207,0.574929,0.57658,0.578253,0.579416,0.58044,0.581213,0.582339,0.58351,0.584472,0.584974,0.585321,0.585462,0.585912,0.586731,0.587838,0.588865,0.590099,0.591382,0.593199,0.595994,0.599653,0.603908,0.60855,0.612953,0.617086,0.620868,0.624475,0.627703,0.630938,0.633932,0.636893,0.639562,0.642074,0.644544,0.647064,0.649118,0.651519,0.653766,0.656223,0.658426,0.660856,0.662957,0.665212,0.667044,0.669134,0.670953,0.672799,0.674226,0.675544,0.676604,0.677833,0.678328,0.678652,0.678434,0.677966,0.676949,0.675523,0.673295,0.670553,0.667521,0.66435,0.661432,0.658993,0.656551,0.654356,0.652232,0.650405,0.648003,0.644892,0.641272,0.63816,0.634494,0.629889,0.62286,0.613887,0.603172,0.591325,0.578604,0.565394,0.552727,0.541823,0.53191,0.523769,0.517166,0.512139,0.508622,0.506497,0.505317,0.504982,0.504746,0.505432,0.506424,0.5077,0.508738,0.51049,0.511888,0.513493,0.514745,0.516586,0.518571,0.521267,0.523839,0.526674,0.529472,0.532497,0.535361,0.53819,0.54065,0.542917,0.544742,0.546516,0.547503,0.548753,0.549517,0.550207,0.550601,0.551035,0.551435,0.551883,0.552258,0.552942,0.553531,0.554687,0.555683,0.557197,0.558531,0.560593,0.562433,0.56455,0.566351,0.568237,0.569556,0.570337,0.570516,0.570838,0.570881,0.571113,0.570944,0.571171,0.571646,0.573147,0.574324,0.575033,0.575296,0.574206,0.571328,0.567348,0.562596,0.557648,0.552079,0.546341,0.540405,0.534105,0.526165,0.516891,0.506997,0.495679,0.48398,0.472362,0.462169,0.45161,0.44128,0.430809
Pure_Arabica_25,pure_arabica,pure_arabica,0,2,0.33408,0.335349,0.347662,0.35984,0.368746,0.376745,0.382674,0.387449,0.392036,0.396205,0.400261,0.40396,0.407876,0.411961,0.415713,0.419328,0.423354,0.427333,0.431427,0.43509,0.439031,0.442945,0.447099,0.450901,0.454651,0.458552,0.462481,0.466328,0.470201,0.473885,0.477636,0.481462,0.48531,0.48901,0.492631,0.496282,0.499984,0.503607,0.507098,0.510637,0.514272,0.517776,0.521284,0.524726,0.528021,0.531324,0.534602,0.537918,0.541076,0.54415,0.547128,0.550194,0.553224,0.556218,0.559023,0.561682,0.563974,0.566032,0.567779,0.569682,0.571539,0.573242,0.574903,0.576544,0.577686,0.578758,0.579473,0.580636,0.581836,0.582813,0.583327,0.583626,0.583783,0.584239,0.585062,0.586182,0.587287,0.588516,0.589815,0.591663,0.59449,0.598183,0.602486,0.607258,0.611648,0.615942,0.619793,0.62349,0.626741,0.630012,0.633085,0.636052,0.638842,0.641372,0.643865,0.646439,0.648579,0.651049,0.653322,0.655779,0.658072,0.660464,0.662629,0.664985,0.666878,0.669068,0.670897,0.672796,0.674195,0.675504,0.676675,0.677907,0.67837,0.678701,0.678538,0.678093,0.677086,0.67566,0.673414,0.670618,0.667459,0.664058,0.66095,0.65838,0.655928,0.653822,0.6518,0.64984,0.647386,0.644318,0.640819,0.63761,0.634003,0.629357,0.622312,0.613243,0.602512,0.590536,0.577625,0.564262,0.551415,0.540398,0.530417,0.522121,0.515469,0.510352,0.506821,0.50464,0.503432,0.503169,0.502929,0.503634,0.504607,0.50594,0.507002,0.508775,0.510211,0.511771,0.513081,0.514986,0.516995,0.519689,0.522316,0.525176,0.528056,0.531114,0.534003,0.536816,0.539312,0.54168,0.543452,0.545288,0.546304,0.547567,0.548363,0.54914,0.54951,0.549889,0.550271,0.55073,0.551166,0.551831,0.552446,0.553641,0.554638,0.556146,0.557521,0.559636,0.561586,0.563649,0.565504,0.567378,0.568754,0.569593,0.569783,0.570135,0.570271,0.570459,0.570382,0.57064,0.57118,0.572656,0.573769,0.574508,0.574763,0.573693,0.570848,0.567015,0.562337,0.557393,0.55185,0.546102,0.540141,0.533623,0.525403,0.515874,0.506118,0.494641,0.482859,0.470629,0.460219,0.449956,0.439741,0.428859
Pure_Arabica_24,pure_arabica,pure_arabica,0,2,0.343569,0.344847,0.357006,0.367305,0.375967,0.384071,0.389936,0.394646,0.399398,0.403583,0.407661,0.411429,0.415306,0.419418,0.423232,0.426907,0.430923,0.43493,0.439101,0.442802,0.446821,0.450773,0.454971,0.458805,0.462607,0.466522,0.470505,0.474386,0.47825,0.481949,0.485732,0.48958,0.493477,0.497203,0.500869,0.504559,0.50828,0.511965,0.515516,0.519036,0.522644,0.526172,0.52971,0.533193,0.536474,0.53979,0.543139,0.546474,0.549651,0.552734,0.555719,0.558801,0.561834,0.56482,0.567657,0.570287,0.572531,0.574469,0.576086,0.57786,0.57963,0.581424,0.583228,0.585018,0.586289,0.587412,0.588201,0.589387,0.590652,0.591654,0.592219,0.59252,0.592664,0.593071,0.593819,0.594887,0.59595,0.5971,0.598321,0.600156,0.603005,0.606775,0.611187,0.616009,0.620514,0.624836,0.628771,0.632485,0.635848,0.639161,0.642227,0.645264,0.648003,0.650594,0.653142,0.655762,0.657949,0.660408,0.662733,0.665228,0.667513,0.670001,0.672171,0.674523,0.676433,0.678548,0.680458,0.682348,0.683794,0.685154,0.686295,0.687532,0.688032,0.688422,0.688207,0.687719,0.686703,0.685233,0.682956,0.68012,0.677066,0.673721,0.670771,0.66824,0.665707,0.663449,0.661191,0.65936,0.656819,0.653593,0.649809,0.646586,0.64291,0.638138,0.630886,0.62166,0.610569,0.598419,0.585375,0.571836,0.558873,0.547701,0.537565,0.529225,0.52242,0.517261,0.513615,0.511375,0.510173,0.509856,0.509689,0.510419,0.51144,0.512792,0.513952,0.515797,0.517345,0.519035,0.520434,0.522447,0.52451,0.52726,0.530017,0.53293,0.535776,0.538842,0.541823,0.544629,0.547157,0.549553,0.551341,0.553178,0.554207,0.555422,0.556288,0.557035,0.557356,0.557783,0.558103,0.558622,0.559034,0.559729,0.560333,0.561586,0.562634,0.564123,0.565528,0.567735,0.569616,0.571742,0.57363,0.575506,0.576871,0.577696,0.577861,0.578095,0.578172,0.578238,0.577972,0.578137,0.578609,0.580126,0.581271,0.582059,0.58232,0.580967,0.577722,0.573246,0.567966,0.562433,0.556449,0.550514,0.544502,0.538089,0.530095,0.520728,0.510819,0.499798,0.488136,0.476272,0.466205,0.456032,0.4461,0.435787
